Page,Title,Company_name,Address,Description,Links
5,Sales /Fresh graduated,Confidential ,"Cairo, Egypt ",Full Time | Entry Level | Business Development | Customer Service/Support | Sales/Retail | Sales | sales skills | Skills | Sales Target | Customer Service | Communication skills | Communication,https://wuzzuf.net/jobs/p/lxFFVRY2XoAW-Sales-Fresh-graduated-Cairo-Egypt?o=67&l=sp&t=sj&a=search-v3|hpb
5,CRM Consultant,Reyada ,"Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | CRM | JavaScript | PHP | RESTful API | CSS3 | CSS2 | HTML5 | Bootstrap 3,https://wuzzuf.net/jobs/p/kjwGKaitR5p0-CRM-Consultant-Reyada-Cairo-Egypt?o=68&l=sp&t=sj&a=search-v3|hpb
5,HR Personnel Specialist,Confidential ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 2 - 3 Yrs of Exp | males_only | Administration | Human Resources | Human Resources | Human Resources (HR) | Personnel,https://wuzzuf.net/jobs/p/AzaR0Hx8oQJ6-HR-Personnel-Specialist-Cairo-Egypt?o=69&l=sp&t=sj&a=search-v3|hpb
5,Junior Purchasing Specialist,outofzbox ,"Cairo, Egypt ",Full Time | Work From HomeEntry Level | 0 - 2 Yrs of Exp | Logistics/Supply Chain | Purchasing/Procurement | analytical | Logistics | Negotiation | negotiation skills | Procurement | Purchasing | Purchasing Strategies | Skills,https://wuzzuf.net/jobs/p/qOLngi2cg6Uz-Junior-Purchasing-Specialist-outofzbox-Cairo-Egypt?o=70&l=sp&t=sj&a=search-v3|hpb
5,Translators,Argaam ,"Mohandessin, Giza, Egypt ",Freelance / ProjectWork From HomeExperienced | 0 - 5 Yrs of Exp | Writing/Editorial | Translation | Writing | Editing,https://wuzzuf.net/jobs/p/KXFg5kOpb443-Translators-Argaam-Giza-Egypt?o=71&l=sp&t=sj&a=search-v3|hpb
5,Digital Marketing Manager,Kick Start Interactive ,"Dokki, Giza, Egypt ",Full Time | Manager | 5 - 8 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | E-Marketing | Google Analytics | Digital Marketing | Online Marketing | SEO | SEM | Social Media | Marketing,https://wuzzuf.net/jobs/p/eQESqOGwEGms-Digital-Marketing-Manager-Kick-Start-Interactive-Giza-Egypt?o=72&l=sp&t=sj&a=search-v3|hpb
5,Accountant,Confidential ,"Giza, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | Accounting/Finance | Commerce | Accounting | Finance | Infor ERP | English | Financial Analysis | Financial Management,https://wuzzuf.net/jobs/p/iohzJZsacFb7-Accountant-Giza-Egypt?o=73&l=sp&t=sj&a=search-v3|hpb
5,Wallet Analyst,Tamweely ,"Shubra, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Accounting/Finance | Analyst/Research | Finance | Business | Banking | Analysis | Accounting | English | Microsoft Office | Economics,https://wuzzuf.net/jobs/p/5hcB2ibBSjpG-Wallet-Analyst-Tamweely-Cairo-Egypt?o=74&l=sp&t=sj&a=search-v3|hpb
5,Digital Marketing Specialist,International Business Systems I.B.S. ,"Mokattam, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Advertising | Digital Marketing | E-Marketing | Online Marketing | Google Adwords | digital media | Marketing | media,https://wuzzuf.net/jobs/p/3mvIC8xmUy5y-Digital-Marketing-Specialist-International-Business-Systems-I-B-S-Cairo-Egypt?o=75&l=sp&t=sj&a=search-v3|hpb
6,Senior Planning Engineer,Solid Constructions ,"Mokattam, Cairo, Egypt ",Full Time | Experienced | 5 - 7 Yrs of Exp | Engineering - Construction/Civil/Architecture | Civil | Construction | Engineering | Planning | Communication | Project Management | Architecture | P6,https://wuzzuf.net/jobs/p/wkCvnz7vZInc-Senior-Planning-Engineer-Solid-Constructions-Cairo-Egypt?o=76&l=sp&t=sj&a=search-v3|hpb
6,Big Data Administrator (Cloudera),Confidential ,"Riyadh, Saudi Arabia ",Full Time | Entry Level | 1 - 6 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Hadoop | Administration | Computer Engineering | Computer Science | Kafka | cloudera | Engineering | Linux,https://wuzzuf.net/jobs/p/lNgVc4w2qudy-Big-Data-Administrator-Cloudera-Riyadh-Saudi-Arabia?o=77&l=sp&t=sj&a=search-v3|hpb
6,Regional Export Manager,BituNil ,"Heliopolis, Cairo, Egypt ",Full Time | Manager | 6 - 9 Yrs of Exp | Logistics/Supply Chain | Sales/Retail | Export | Sales | Building Materials | Export Sales | Engineering | Logistics | sales skills | Selling,https://wuzzuf.net/jobs/p/WswL7DDvZCTP-Regional-Export-Manager-BituNil-Cairo-Egypt?o=78&l=sp&t=sj&a=search-v3|hpb
6,Crowdsourcing and Vendor Management Specialist,LxT ,"Mohandessin, Giza, Egypt ",Full Time | Experienced | 5 - 7 Yrs of Exp | Human Resources | Operations/Management | Sourcing | Vendor Management | English | Mass Hiring | Communication,https://wuzzuf.net/jobs/p/6nrIA3FldQ2p-Crowdsourcing-and-Vendor-Management-Specialist-LxT-Giza-Egypt?o=79&l=sp&t=sj&a=search-v3|hpb
6,Telesales Executive,GS1 ,"Heliopolis, Cairo, Egypt ",Full Time | Entry Level | 1 - 4 Yrs of Exp | Customer Service/Support | Sales/Retail | Sales | Negotiation | Customer Service | sales skills | Software | Telesales | CRM | English,https://wuzzuf.net/jobs/p/q3SHdy69e3EY-Telesales-Executive-GS1-Cairo-Egypt?o=80&l=sp&t=sj&a=search-v3|hpb
6,Reconciliation & Settlement Head,ECards ,"Smart Village, Giza, Egypt ",Full Time | Manager | 8 - 10 Yrs of Exp | Banking | Banking | Reconciliation,https://wuzzuf.net/jobs/p/EYZZJ1wPUxtd-Reconciliation-Settlement-Head-E-Cards-Giza-Egypt?o=81&l=sp&t=sj&a=search-v3|hpb
6,IT Division Head,BituNil ,"Heliopolis, Cairo, Egypt ",Full Time | Manager | 8 - 10 Yrs of Exp | Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology | IT | Information Technology (IT) | Computer Science | Configuration | Engineering | Infrastructure | Networking,https://wuzzuf.net/jobs/p/MD7DxerTadow-IT-Division-Head-BituNil-Cairo-Egypt?o=82&l=sp&t=sj&a=search-v3|hpb
6,Marketing Executive,International Business Systems I.B.S. ,"Mokattam, Cairo, Egypt ",Full Time | Freelance / ProjectExperienced | 2 - 3 Yrs of Exp | males_only | Marketing/PR/Advertising | Media/Journalism/Publishing | Marketing | English | Marketing Agency | Media | Marketing Campaigns | Digital Marketing | E-Marketing | Social Media,https://wuzzuf.net/jobs/p/HrtmGsh7CnqX-Marketing-Executive-International-Business-Systems-I-B-S-Cairo-Egypt?o=83&l=sp&t=sj&a=search-v3|hpb
6,QC Microbiology Specialist - Pharmaceutical,Multicare ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Manufacturing/Production | Quality | Pharmaceutical | Pharmaceutical | Quality Control | Microbiology | Manufacturing | QC | Agile | Pharmacy,https://wuzzuf.net/jobs/p/S6czFKT6qNsl-QC-Microbiology-Specialist---Pharmaceutical-Multicare-Cairo-Egypt?o=84&l=sp&t=sj&a=search-v3|hpb
6,Sales Key Account Manager,Electro ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 5+ Yrs of Exp | Engineering - Construction/Civil/Architecture | Sales/Retail | Engineering - Mechanical/Electrical | Sales | Sales Skills | Customer Service | Business Administration | Communication | Communication Skills | Business,https://wuzzuf.net/jobs/p/7rd17Oez7Z3a-Sales-Key-Account-Manager-Electro-Cairo-Egypt?o=85&l=sp&t=sj&a=search-v3|hpb
6,Business Development Specialist - Lighting Field,Electro ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | Engineering - Construction/Civil/Architecture | Business Development | Sales/Retail | Business Development | Architecture | Engineering | Sales Skills | Sales | Sales Target | English,https://wuzzuf.net/jobs/p/u8JmBHVQ5nyD-Business-Development-Specialist---Lighting-Field-Electro-Cairo-Egypt?o=86&l=sp&t=sj&a=search-v3|hpb
6,Personal Assistant - Cairo,Confidential ,"Cairo, Egypt ",Full Time | Entry Level | 1 - 5 Yrs of Exp | Administration | Office management | Communication | Microsoft Office | Administration | Secretary | Research | Reporting,https://wuzzuf.net/jobs/p/Z658kwA7RmQ5-Personal-Assistant---Cairo-Cairo-Egypt?o=87&l=sp&t=sj&a=search-v3|hpb
6,Technical Team Lead - Front End (Angular 8+),Neom Tech ,"Maadi, Cairo, Egypt ",Full Time | Manager | 6+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | Software Development | Angular | Front End | Software | Git | Design,https://wuzzuf.net/jobs/p/Vi4IjyP4fqBa-Technical-Team-Lead---Front-End-Angular-8-Neom-Tech-Cairo-Egypt?o=88&l=sp&t=sj&a=search-v3|hpb
6,Financial Data Analyst,World Vest Base (WVB ) ,"Heliopolis, Cairo, Egypt ",Full Time | Entry Level | 0 - 2 Yrs of Exp | Accounting/Finance | Accounting | Analysis | Data Analyst | Finance | Financial Reporting | Financial Data,https://wuzzuf.net/jobs/p/kQiHznt5VhAK-Financial-Data-Analyst-World-Vest-Base-WVB-Cairo-Egypt?o=89&l=sp&t=sj&a=search-v3|hpb
6,Advanced Junior .Net Developer,National Technology ,"Nasr City, Cairo, Egypt ",Full Time | Entry Level | 0 - 5 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | .Net | ASP.Net | C# | Computer Science | HTML | Information Technology (IT) | JavaScript | jQuery,https://wuzzuf.net/jobs/p/8s3GprIQJsc8-Advanced-Junior-Net-Developer-National-Technology-Cairo-Egypt?o=90&l=sp&t=sj&a=search-v3|hpb
7,Electro-Mechanical Engineer Team Leader,LinkMisr ,"10th of Ramadan City, Cairo, Egypt ",Full Time | Experienced | 6 - 8 Yrs of Exp | Installation/Maintenance/Repair | Engineering - Mechanical/Electrical | Electrical | Engineering | Maintenance | Mechanical Engineering | Mechatronics Engineering | Mechatronics | Forming | Welding,https://wuzzuf.net/jobs/p/PySqTatyJWhX-Electro-Mechanical-Engineer-Team-Leader-LinkMisr-Cairo-Egypt?o=91&l=sp&t=sj&a=search-v3|hpb
7,Marketing Manager,estesmark ,"Cleopatra, Alexandria, Egypt ",Full Time | Experienced | 5 - 10 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Online Marketing | AdWords | Communication | Google Adwords | Market Research | Marketing Campaigns | Marketing | campaigns,https://wuzzuf.net/jobs/p/O8ST0AoWpvlP-Marketing-Manager-estesmark-Alexandria-Egypt?o=92&l=sp&t=sj&a=search-v3|hpb
7,Odoo Developer,Yodawy ,"Cairo, Egypt ",Full Time | Experienced | 2 - 4 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Odoo | Software Development | GitHub | HTML | PostgreSQL | JavaScript | JQuery | ORM,https://wuzzuf.net/jobs/p/F4w9syRKNN5S-Odoo-Developer-Yodawy-Cairo-Egypt?o=93&l=sp&t=sj&a=search-v3|hpb
7,Stock Keeper,Egyptian British Co. ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Logistics/Supply Chain | Logistics | Stock | store keeper | Warehousing | Supply Chain | computer | MS Office,https://wuzzuf.net/jobs/p/JDvaHHCLK04l-Stock-Keeper-Egyptian-British-Co-Giza-Egypt?o=94&l=sp&t=sj&a=search-v3|hpb
7,iOS App Programmer,Confidential ,"Cleopatra, Alexandria, Egypt ",Full Time | Experienced | 2 - 6 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | app | Computer Science | Information Technology (IT) | iOS | Ios App | Software Development | Development | iOS Development,https://wuzzuf.net/jobs/p/HwBYcFmd8sNG-iOS-App-Programmer-Alexandria-Egypt?o=95&l=sp&t=sj&a=search-v3|hpb
7,English Customer Support Agent,Sykes Enterprises ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1 - 5 Yrs of Exp | Customer Service/Support | Customer | Customer Care | Customer Support | Customer Service | English | Call Center | Support | Technical Support | technical,https://wuzzuf.net/jobs/p/1Ikd78BsuLkD-English-Customer-Support-Agent-Sykes-Enterprises-Cairo-Egypt?o=96&l=sp&t=sj&a=search-v3|hpb
7,Cost Manager,Egyptian British Co. ,"6th of October, Giza, Egypt ",Full Time | Manager | 10 - 15 Yrs of Exp | Accounting/Finance | Accounting | Finance | Commerce | Microsoft Office | Microsoft Excel | ERP | Cost Accounting | Budget Analyst | Financial Analysis,https://wuzzuf.net/jobs/p/iYg6ayjBvjqh-Cost-Manager-Egyptian-British-Co-Giza-Egypt?o=97&l=sp&t=sj&a=search-v3|hpb
7,Pilot Success Project Manager,LxT ,"Giza, Egypt ",Full Time | Experienced | 5 - 7 Yrs of Exp | Customer Service/Support | Project/Program Management | Project Management | Budgeting | Pilot Projects | Big Data | Machine Learning | Project Planning | Lean Six Sigma | PMP,https://wuzzuf.net/jobs/p/Jia2R5uNg9ur-Pilot-Success-Project-Manager-LxT-Giza-Egypt?o=98&l=sp&t=sj&a=search-v3|hpb
7,Android Application Programmer,Confidential ,"Cleopatra, Alexandria, Egypt ",Full Time | Experienced | 3 - 7 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Development | Information Technology (IT) | Java | mobile application | UI | Software Development | Programming | JavaScript,https://wuzzuf.net/jobs/p/xlOlDaLDTqco-Android-Application-Programmer-Alexandria-Egypt?o=99&l=sp&t=sj&a=search-v3|hpb
7,Software Quality Engineer,GIG Egypt ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | IT/Software Development | Quality | Engineering - Telecom/Technology | Agile | Computer Engineering | Computer Science | Information Technology (IT) | Software Development | Software Engineering | Testing,https://wuzzuf.net/jobs/p/bHGZCiFFIIYf-Software-Quality-Engineer-GIG-Egypt-Cairo-Egypt?o=100&l=sp&t=sj&a=search-v3|hpb
7,Database Team Lead,efinance ,"6th of October, Giza, Egypt ",Full Time | Manager | 5 - 7 Yrs of Exp | Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology | Oracle | Computer Science | Database | Information Technology (IT) | MySQL | SQL | SQL Server,https://wuzzuf.net/jobs/p/hBjd4SghAMDB-Database-Team-Lead-e-finance-Giza-Egypt?o=101&l=sp&t=sj&a=search-v3|hpb
7,Java Supervisor,efinance ,"6th of October, Giza, Egypt ",Full Time | Manager | 8 - 9 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Angular | Software | Computer Science | Spring | Engineering | Information Technology (IT) | Java | MVC,https://wuzzuf.net/jobs/p/K1Tyl19jpM6K-Java-Supervisor-e-finance-Giza-Egypt?o=102&l=sp&t=sj&a=search-v3|hpb
7,Java Team Lead,efinance ,"Smart Village, Giza, Egypt ",Full Time | Manager | 5 - 7 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Java | Java Development | Design | Development | Engineering | Software Development | Computer Science | Software,https://wuzzuf.net/jobs/p/QfXW7mEZMMtK-Java-Team-Lead-e-finance-Giza-Egypt?o=103&l=sp&t=sj&a=search-v3|hpb
7,Outdoor Sales Representative - Sohag,Sky Distribution ,"Sohag, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | Sales/Retail | Sales | Retail | FMCG | Sales Skills | Sales Target | Outdoor Sales | English | Negotiation | Target,https://wuzzuf.net/jobs/p/zkeqe9ejgDeW-Outdoor-Sales-Representative---Sohag-Sky-Distribution-Sohag-Egypt?o=104&l=sp&t=sj&a=search-v3|hpb
7,Online English Instructor - Full Time - Maadi,Speakup ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Education/Teaching | Training/Instructor | Teaching | Education | Online Teaching | Learning | English | Communication skills | Instructor | Training,https://wuzzuf.net/jobs/p/GjA04j7e75Bm-Online-English-Instructor---Full-Time---Maadi-Speakup-Cairo-Egypt?o=105&l=sp&t=sj&a=search-v3|hpb
8,Accountant,Confidential ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 2 - 3 Yrs of Exp | Accounting/Finance | accountant | Accounting | Finance | English | Financial Analysis | Financial Management | Microsoft Office,https://wuzzuf.net/jobs/p/JhdfoR4E0qHi-Accountant-Cairo-Egypt?o=106&l=sp&t=sj&a=search-v3|hpb
8,Mail & Chat Agent - Excellent Spanish Speakers,Raya Customer Experience ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1+ Yrs of Exp | Customer Service/Support | Back Office | Customer Service | Customer Care | Customer Support | Spanish Account | spanish speakers | Mail&Chat | English | Spanish,https://wuzzuf.net/jobs/p/ULPRnpW7AeJM-Mail-Chat-Agent---Excellent-Spanish-Speakers-Raya-Customer-Experience-Cairo-Egypt?o=107&l=sp&t=sj&a=search-v3|hpb
8,Web Programmer,Confidential ,"Cleopatra, Alexandria, Egypt ",Full Time | Experienced | 5 - 10 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | Programmer | Web Development | Computer Engineering | JavaScript | Ruby | Programming,https://wuzzuf.net/jobs/p/Mk3u2rR2AcF0-Web-Programmer-Alexandria-Egypt?o=108&l=sp&t=sj&a=search-v3|hpb
8,Recruitment Coordinator,Sky Distribution ,"Sheikh Zayed, Giza, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | Administration | Human Resources | Recruitment | Human Resources (HR) | English | Selecting | Interviewing | Administration | Microsoft Office | Communication,https://wuzzuf.net/jobs/p/K6rKAWZxgFFf-Recruitment-Coordinator-Sky-Distribution-Giza-Egypt?o=109&l=sp&t=sj&a=search-v3|hpb
8,Sales Agent Indoor- Samsung,Sky Distribution ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | Sales/Retail | Customer Service | Customer Care | Customer Support | Sales | Sales Skills | Sales Target | English | Indoor Sales,https://wuzzuf.net/jobs/p/K9ubCNdV966Q-Sales-Agent-Indoor--Samsung-Sky-Distribution-Cairo-Egypt?o=110&l=sp&t=sj&a=search-v3|hpb
8,Senior Full Stack Developer,Fixed Solutions ,"Sheraton, Cairo, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | .Net | Angular | Computer Science | CSS | Engineering | HTML | Information Technology (IT) | JavaScript,https://wuzzuf.net/jobs/p/aLYwWM4IGzoN-Senior-Full-Stack-Developer-Fixed-Solutions-Cairo-Egypt?o=111&l=sp&t=sj&a=search-v3|hpb
8,Production Engineer,Confidential ,"6th of October, Giza, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | Manufacturing/Production | Engineering - Other | Industrial Engineering | Engineering | Production | production engineering | Communication | English,https://wuzzuf.net/jobs/p/j3JeW4ljhIXW-Production-Engineer-Giza-Egypt?o=112&l=sp&t=sj&a=search-v3|hpb
8,Warehouse Assistant,Rizkalla ,"Mokattam, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | males_only | Logistics/Supply Chain | Operations/Management | Warehousing | Warehouse | Inventory Control | Microsoft Office | Logistics | Supply Chain | English,https://wuzzuf.net/jobs/p/8W1bHWV21Dlr-Warehouse-Assistant-Rizkalla-Cairo-Egypt?o=113&l=sp&t=sj&a=search-v3|hpb
8,Senior Auditor,"Pannell kerr forster (PKF) Rashed , Badr & co. ","Nasr City, Cairo, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | Accounting/Finance | Accounting | Finance | Microsoft Office | CPA | CMA | Audit | Auditing | Financial Analysis | Accounting Software,https://wuzzuf.net/jobs/p/snjlkxd6RSKU-Senior-Auditor-Pannell-kerr-forster-PKF-Rashed-Badr-co-Cairo-Egypt?o=114&l=sp&t=sj&a=search-v3|hpb
8,Group Digital Marketing Manager,E3mel Business for Financial & Managerial Consultancy ,"Maadi, Cairo, Egypt ",Full Time | Manager | 12 - 20 Yrs of Exp | Operations/Management | Marketing/PR/Advertising | Media/Journalism/Publishing | Digital Marketing | SEO | Social Media | Advertising Media | Online Marketing | Media Buying | Marketing,https://wuzzuf.net/jobs/p/eEDBEGRQifEo-Group-Digital-Marketing-Manager-E3mel-Business-for-Financial-Managerial-Consultancy-Cairo-Egypt?o=115&l=sp&t=sj&a=search-v3|hpb
8,Fitness Center Receptionist / Social Media Specialist,Future Fitness EMS Corner  ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | Administration | Customer Service/Support | Marketing/PR/Advertising | Social Media | Communication | administration,https://wuzzuf.net/jobs/p/bmus681Qhhpe-Fitness-Center-Receptionist-Social-Media-Specialist-Future-Fitness-EMS-Corner-Cairo-Egypt?o=116&l=sp&t=sj&a=search-v3|hpb
8,Software Architect,SSC Egypt ,"Cairo, Egypt ",Full Time | Experienced | 10 - 12 Yrs of Exp | Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology | Java | Python | DevOps | Docker | Kotlin | JVM | k8,https://wuzzuf.net/jobs/p/Y4J9qUNBfnT4-Software-Architect-SSC-Egypt-Cairo-Egypt?o=117&l=sp&t=sj&a=search-v3|hpb
